,jur_stn,연도,crm_wthr_눈,crm_wthr_만월,crm_wthr_맑음,crm_wthr_미상,crm_wthr_바람,crm_wthr_비,crm_wthr_안개,crm_wthr_암흑,crm_wthr_폭설,crm_wthr_폭풍우,crm_wthr_흐림,crm_clue_고발,crm_clue_고소,crm_clue_기타,crm_clue_변사체,crm_clue_불심검문,crm_clue_여죄,crm_clue_자수,crm_clue_진정,crm_clue_타인신고,crm_clue_탄원,crm_clue_탐문정보,crm_clue_투서,crm_clue_피해자신고,crm_clue_피해품발견,crm_clue_현행범,vic_sx_1,vic_sx_2,vic_sx_3,vic_age_0~12세,vic_age_10대,"vic_age_2,30대","vic_age_4,50대",vic_age_60세초과,vic_age_미상,crm_loc_가방점,crm_loc_강(해)변,crm_loc_검문소,crm_loc_고속도로,crm_loc_고속도로휴게소,crm_loc_고속버스,crm_loc_공사장,crm_loc_공원,crm_loc_공장,crm_loc_공지,crm_loc_공판장,crm_loc_관공서,crm_loc_교량,crm_loc_기숙사,crm_loc_기타,crm_loc_기타가옥(공가.해상가옥),crm_loc_기타교통수단내,crm_loc_노상,crm_loc_노상판매점,crm_loc_대중식당,crm_loc_대형할인매장,crm_loc_병원,crm_loc_사무실,crm_loc_산중,crm_loc_상가아파트,crm_loc_상점,crm_loc_숙박업소목욕탕,crm_loc_슈퍼마켓,crm_loc_승용차,crm_loc_승합차,"crm_loc_시장,노점",crm_loc_시장및상가부근,crm_loc_식품점,crm_loc_신발판매점,crm_loc_아파트,crm_loc_야산,crm_loc_연립가옥,crm_loc_오토바이,crm_loc_오피스텔,crm_loc_일반주택,crm_loc_전답,crm_loc_정류장,crm_loc_종교기관,crm_loc_주유소,crm_loc_주차장,crm_loc_주택,crm_loc_지하도,crm_loc_지하철,crm_loc_차량부속품점,crm_loc_차안,crm_loc_창고,crm_loc_철로,crm_loc_터널,crm_loc_톨게이트,crm_loc_편의점,crm_loc_포장마차,crm_loc_학교,crm_loc_학원,crm_loc_호텔,crm_loc_회사,crm_tm_미상,crm_tm_새벽,crm_tm_오전,crm_tm_오후,crm_tm_저녁,score_교통
88,경남진해경찰서,2019,1.0,0.0,782.0,23.0,0.0,53.0,0.0,108.0,0.0,0.0,11.0,22.0,0.0,120.0,0.0,137.0,1.0,6.0,1.0,172.0,0.0,0.0,0.0,518.0,0.0,1.0,433.0,229.0,316.0,20.0,29.0,211.0,278.0,124.0,316.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,90.0,239.0,293.0,313.0,67.9
89,경남창원서부경찰서,2019,0.0,0.0,1069.0,324.0,0.0,29.0,0.0,5.0,0.0,3.0,13.0,4.0,1.0,51.0,0.0,544.0,1.0,11.0,0.0,361.0,0.0,0.0,0.0,463.0,0.0,7.0,424.0,257.0,762.0,19.0,21.0,198.0,284.0,159.0,762.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,188.0,297.0,304.0,478.0,70.0
90,경남창원중부경찰서,2019,0.0,0.0,900.0,166.0,0.0,30.0,0.0,52.0,0.0,0.0,7.0,8.0,0.0,109.0,0.0,361.0,0.0,1.0,3.0,193.0,0.0,0.0,0.0,476.0,0.0,4.0,334.0,206.0,615.0,19.0,23.0,218.0,210.0,70.0,615.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1148.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,171.0,305.0,192.0,396.0,70.15
91,서울강남경찰서,2019,1.0,0.0,2669.0,251.0,0.0,105.0,0.0,337.0,0.0,0.0,58.0,0.0,4.0,873.0,1.0,900.0,0.0,39.0,2.0,315.0,1.0,1.0,0.0,1251.0,0.0,34.0,1432.0,605.0,1384.0,16.0,42.0,1035.0,702.0,239.0,1387.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3379.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,728.0,736.0,850.0,920.0,67.19999999999999
92,서울강동경찰서,2019,1.0,0.0,1404.0,92.0,0.0,83.0,0.0,79.0,0.0,0.0,81.0,0.0,0.0,64.0,0.0,143.0,0.0,28.0,0.0,285.0,0.0,0.0,0.0,1217.0,0.0,3.0,888.0,512.0,340.0,42.0,43.0,440.0,509.0,343.0,363.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1728.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,244.0,407.0,460.0,559.0,71.15
93,서울강북경찰서,2019,2.0,0.0,1235.0,5.0,0.0,62.0,0.0,34.0,0.0,0.0,149.0,2.0,0.0,139.0,0.0,170.0,0.0,114.0,0.0,148.0,0.0,0.0,0.0,909.0,0.0,5.0,734.0,368.0,385.0,37.0,47.0,394.0,386.0,238.0,385.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,212.0,305.0,405.0,496.0,72.75
94,서울강서경찰서,2019,2.0,0.0,1722.0,312.0,0.0,59.0,0.0,66.0,1.0,0.0,127.0,5.0,1.0,1303.0,1.0,292.0,0.0,10.0,0.0,220.0,1.0,0.0,0.0,444.0,0.0,12.0,991.0,510.0,788.0,41.0,59.0,564.0,529.0,307.0,789.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2263.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,366.0,475.0,559.0,776.0,69.8
95,서울관악경찰서,2019,2.0,0.0,1469.0,475.0,0.0,69.0,0.0,10.0,0.0,0.0,29.0,2.0,2.0,298.0,0.0,573.0,0.0,25.0,2.0,206.0,0.0,1.0,0.0,929.0,0.0,16.0,795.0,377.0,882.0,22.0,36.0,501.0,393.0,220.0,882.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,342.0,422.0,482.0,691.0,65.5
96,서울광진경찰서,2019,1.0,0.0,1279.0,156.0,0.0,31.0,0.0,6.0,0.0,0.0,17.0,3.0,1.0,145.0,0.0,355.0,0.0,16.0,2.0,195.0,0.0,0.0,0.0,760.0,0.0,13.0,611.0,259.0,620.0,30.0,34.0,347.0,302.0,155.0,622.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,233.0,290.0,379.0,503.0,68.85
97,서울구로경찰서,2019,1.0,0.0,1391.0,147.0,0.0,80.0,0.0,55.0,0.0,0.0,18.0,3.0,0.0,323.0,0.0,196.0,0.0,32.0,0.0,193.0,0.0,0.0,0.0,937.0,0.0,8.0,846.0,410.0,436.0,53.0,59.0,479.0,429.0,236.0,436.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,207.0,390.0,469.0,551.0,67.69999999999999
98,서울금천경찰서,2019,1.0,0.0,1084.0,103.0,0.0,32.0,0.0,5.0,0.0,0.0,21.0,0.0,1.0,119.0,0.0,172.0,0.0,23.0,0.0,176.0,1.0,1.0,0.0,744.0,0.0,9.0,629.0,271.0,346.0,19.0,42.0,330.0,334.0,175.0,346.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,177.0,254.0,333.0,417.0,66.9
99,서울남대문경찰서,2019,1.0,0.0,682.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,82.0,0.0,63.0,0.0,68.0,0.0,43.0,1.0,0.0,0.0,462.0,0.0,2.0,363.0,188.0,170.0,2.0,11.0,214.0,234.0,90.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,61.0,150.0,272.0,224.0,75.5
100,서울노원경찰서,2019,5.0,0.0,1670.0,63.0,0.0,99.0,0.0,79.0,0.0,0.0,27.0,1.0,0.0,260.0,0.0,224.0,0.0,104.0,3.0,321.0,0.0,1.0,0.0,1023.0,0.0,6.0,866.0,528.0,549.0,38.0,89.0,450.0,523.0,294.0,549.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,282.0,452.0,593.0,544.0,71.15
101,서울도봉경찰서,2019,0.0,0.0,873.0,4.0,0.0,44.0,0.0,8.0,0.0,0.0,39.0,1.0,2.0,212.0,0.0,84.0,0.0,69.0,1.0,179.0,0.0,0.0,0.0,418.0,0.0,2.0,403.0,297.0,268.0,21.0,49.0,179.0,247.0,204.0,268.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,963.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,129.0,193.0,292.0,309.0,72.9
102,서울동대문경찰서,2019,0.0,0.0,1551.0,16.0,0.0,50.0,0.0,39.0,0.0,0.0,83.0,3.0,2.0,521.0,0.0,269.0,0.0,38.0,2.0,163.0,0.0,0.0,0.0,731.0,1.0,9.0,875.0,391.0,473.0,24.0,53.0,395.0,467.0,327.0,473.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,200.0,430.0,531.0,497.0,70.75
103,서울동작경찰서,2019,3.0,0.0,1501.0,7.0,0.0,60.0,0.0,33.0,0.0,0.0,30.0,3.0,2.0,290.0,0.0,261.0,0.0,88.0,1.0,141.0,0.0,0.0,0.0,843.0,0.0,5.0,785.0,402.0,447.0,33.0,54.0,483.0,373.0,244.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1626.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,202.0,392.0,480.0,480.0,66.19999999999999
104,서울마포경찰서,2019,4.0,0.0,1774.0,301.0,0.0,60.0,0.0,59.0,1.0,0.0,50.0,0.0,0.0,376.0,0.0,606.0,0.0,57.0,2.0,238.0,0.0,1.0,0.0,962.0,1.0,6.0,827.0,383.0,1039.0,21.0,63.0,539.0,383.0,204.0,1039.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,504.0,473.0,503.0,632.0,71.0
105,서울방배경찰서,2019,0.0,0.0,629.0,115.0,0.0,20.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,106.0,0.0,184.0,0.0,28.0,0.0,69.0,0.0,1.0,0.0,377.0,0.0,4.0,310.0,165.0,294.0,8.0,19.0,178.0,179.0,91.0,294.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,124.0,174.0,211.0,214.0,74.30000000000003
106,서울서대문경찰서,2019,4.0,0.0,1076.0,75.0,0.0,49.0,0.0,15.0,0.0,0.0,44.0,0.0,1.0,25.0,0.0,142.0,0.0,162.0,2.0,126.0,0.0,0.0,0.0,803.0,0.0,2.0,580.0,354.0,329.0,25.0,45.0,313.0,322.0,229.0,329.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,172.0,292.0,358.0,374.0,70.55
107,서울서부경찰서,2019,3.0,0.0,458.0,1.0,0.0,21.0,0.0,12.0,0.0,1.0,6.0,0.0,2.0,35.0,0.0,51.0,0.0,37.0,0.0,88.0,0.0,0.0,0.0,288.0,0.0,1.0,238.0,150.0,114.0,10.0,14.0,107.0,159.0,98.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,82.0,119.0,139.0,146.0,69.15
108,서울서초경찰서,2019,2.0,0.0,1965.0,178.0,0.0,74.0,0.0,38.0,0.0,0.0,22.0,6.0,4.0,214.0,0.0,266.0,0.0,83.0,1.0,251.0,1.0,1.0,0.0,1435.0,0.0,17.0,1074.0,470.0,735.0,21.0,54.0,689.0,551.0,228.0,736.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2232.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,276.0,627.0,716.0,557.0,71.95
109,서울성동경찰서,2019,1.0,0.0,1392.0,2.0,0.0,39.0,0.0,31.0,0.0,0.0,34.0,1.0,0.0,110.0,0.0,334.0,0.0,57.0,1.0,187.0,0.0,0.0,0.0,805.0,0.0,4.0,618.0,298.0,583.0,19.0,32.0,366.0,324.0,175.0,583.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1467.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,166.0,385.0,450.0,425.0,72.95
110,서울성북경찰서,2019,3.0,0.0,921.0,48.0,0.0,41.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,108.0,0.0,167.0,1.0,74.0,3.0,148.0,0.0,0.0,0.0,518.0,0.0,6.0,459.0,253.0,314.0,18.0,36.0,265.0,226.0,166.0,315.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,145.0,262.0,267.0,291.0,70.65
111,서울송파경찰서,2019,1.0,0.0,3162.0,127.0,0.0,95.0,0.0,100.0,0.0,0.0,124.0,3.0,3.0,318.0,0.0,537.0,0.0,56.0,1.0,277.0,0.0,1.0,0.0,2400.0,0.0,13.0,1823.0,857.0,929.0,84.0,99.0,1034.0,962.0,501.0,929.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3589.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,577.0,789.0,927.0,1114.0,73.4
112,서울수서경찰서,2019,1.0,0.0,1567.0,118.0,0.0,65.0,0.0,86.0,0.0,0.0,10.0,2.0,2.0,219.0,1.0,240.0,0.0,46.0,0.0,126.0,0.0,0.0,0.0,1200.0,0.0,11.0,891.0,459.0,497.0,44.0,66.0,524.0,491.0,224.0,498.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1828.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,216.0,422.0,544.0,606.0,71.1
113,서울양천경찰서,2019,2.0,0.0,1480.0,206.0,0.0,85.0,0.0,24.0,0.0,0.0,28.0,4.0,0.0,362.0,0.0,168.0,0.0,21.0,2.0,204.0,0.0,0.0,0.0,1056.0,0.0,8.0,895.0,485.0,445.0,57.0,66.0,475.0,503.0,279.0,445.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,225.0,476.0,502.0,534.0,71.94999999999997
114,서울영등포경찰서,2019,8.0,0.0,2680.0,100.0,0.0,86.0,0.0,6.0,0.0,0.0,14.0,5.0,3.0,424.0,0.0,505.0,0.0,55.0,2.0,194.0,0.0,0.0,0.0,1696.0,0.0,10.0,1528.0,708.0,658.0,38.0,87.0,894.0,812.0,405.0,658.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,388.0,569.0,779.0,1011.0,70.25
115,서울용산경찰서,2019,1.0,0.0,1347.0,104.0,0.0,63.0,0.0,55.0,0.0,0.0,38.0,1.0,3.0,308.0,0.0,231.0,0.0,38.0,1.0,197.0,0.0,0.0,0.0,814.0,0.0,15.0,791.0,319.0,498.0,14.0,28.0,482.0,400.0,186.0,498.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1566.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,304.0,329.0,475.0,420.0,71.75
116,서울은평경찰서,2019,0.0,0.0,643.0,13.0,0.0,44.0,1.0,137.0,0.0,0.0,11.0,0.0,0.0,149.0,0.0,113.0,0.0,89.0,0.0,83.0,0.0,0.0,0.0,412.0,0.0,3.0,381.0,236.0,232.0,19.0,26.0,180.0,223.0,169.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,135.0,171.0,237.0,258.0,68.95
117,서울종로경찰서,2019,1.0,0.0,621.0,3.0,0.0,32.0,0.0,58.0,0.0,0.0,11.0,0.0,2.0,83.0,0.0,130.0,0.0,62.0,0.0,88.0,0.0,0.0,0.0,361.0,0.0,0.0,341.0,183.0,202.0,5.0,13.0,205.0,200.0,101.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,71.0,168.0,214.0,239.0,71.2
